"","idnum","question","replaced","Age","female","RBlack","RWhite","RHispanic","RNative","RAsian","RPacific","ROther","Educ","Inc","Home1","Home2","Spiritual","UrbRur","Region","Condition","event","overall_deflection","actor_deflection","behavior_deflection","object_deflection","abo","a_bo","ab_o"
"319",69,"replaced3","O",26,0,0,1,0,0,0,0,0,3,3,1,2,3,3,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"320",72,"replaced3","B",50,0,0,1,0,0,0,0,0,2,3,1,2,4,3,6,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"321",77,"replaced3","B",61,1,0,1,0,0,0,0,0,5,7,1,2,2,2,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"322",95,"replaced3","B",23,1,0,1,0,0,0,0,0,5,2,1,2,3,3,3,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"323",114,"replaced3","B",39,1,0,1,0,0,0,0,0,3,2,1,2,3,5,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"324",124,"replaced3","B",37,1,0,1,0,0,0,0,0,2,3,1,2,4,3,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"325",129,"replaced3","B",35,0,0,1,0,0,0,0,0,5,5,1,2,4,5,1,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"326",131,"replaced3","B",20,0,0,0,0,0,1,0,0,3,1,1,2,4,2,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"327",137,"replaced3","B",46,1,0,1,0,0,0,0,0,3,2,1,2,4,3,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"328",142,"replaced3","A",23,0,0,1,0,0,0,0,0,4,3,1,2,2,4,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"329",144,"replaced3","B",49,0,0,1,0,0,0,0,0,3,3,2,2,4,2,3,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"330",154,"replaced3","B",26,0,0,1,0,0,0,0,0,3,1,2,2,3,4,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"331",155,"replaced3","B",34,0,0,1,0,0,0,0,0,2,3,1,2,1,2,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"332",161,"replaced3","B",39,1,0,1,0,0,0,0,0,5,6,1,2,1,1,2,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"333",175,"replaced3","B",30,1,0,1,0,0,0,0,0,3,4,1,2,1,4,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"334",177,"replaced3","B",29,0,1,0,0,0,1,0,0,5,4,1,2,1,5,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"335",181,"replaced3","B",32,1,0,1,0,0,0,0,0,2,6,1,2,2,4,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"336",185,"replaced3","B",19,0,0,1,0,0,0,0,0,3,7,1,2,3,3,6,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"337",196,"replaced3","A",35,1,0,1,0,0,0,0,0,4,4,1,2,2,3,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"338",206,"replaced3","B",29,0,0,1,0,0,0,0,0,3,2,2,2,5,2,2,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"339",214,"replaced3","B",53,1,0,1,0,0,0,0,0,3,5,1,2,4,2,2,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"340",221,"replaced3","O",31,0,0,0,1,0,0,0,0,6,4,1,2,4,2,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"341",224,"replaced3","A",26,1,0,0,0,0,1,0,0,4,2,2,2,2,1,8,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"342",226,"replaced3","B",30,0,0,1,0,0,0,0,0,5,6,1,1,4,5,2,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"343",238,"replaced3","B",20,0,0,1,0,0,0,0,0,2,5,2,2,2,3,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"344",247,"replaced3","B",62,1,0,1,0,0,0,0,0,5,6,1,2,4,5,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"345",252,"replaced3","B",29,1,0,1,0,0,0,0,0,3,4,2,2,1,2,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"346",264,"replaced3","B",24,0,0,0,0,0,1,0,0,5,5,1,2,3,2,2,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"347",268,"replaced3","B",54,0,0,0,1,1,0,0,0,3,2,1,2,4,3,5,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"348",273,"replaced3","B",27,0,0,1,0,0,0,0,0,3,4,1,2,3,2,7,2,"bouncer assaulted drunk",1.76,0.8,0.84,0.12,NA,1,NA
"349",12,"replaced4","O",28,0,0,1,0,0,0,0,0,6,4,2,2,4,2,6,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"350",15,"replaced4","A",71,1,0,1,0,0,0,0,0,4,7,1,1,2,2,9,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"351",27,"replaced4","O",32,1,0,1,0,0,0,0,0,2,4,1,2,1,3,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"352",37,"replaced4","A",38,1,0,1,0,0,0,0,0,3,7,1,2,3,1,1,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"353",45,"replaced4","B",25,0,0,1,0,0,0,0,0,4,6,1,2,1,1,2,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"354",48,"replaced4","O",20,1,0,1,0,0,0,0,0,3,9,1,1,4,2,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"355",51,"replaced4","A",33,0,0,1,0,0,0,0,0,2,4,2,2,4,4,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"356",64,"replaced4","A",43,0,0,1,0,0,0,0,0,6,1,1,2,1,5,1,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"357",66,"replaced4","O",47,1,0,1,0,0,0,0,0,5,7,1,2,2,2,6,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"358",67,"replaced4","B",23,0,0,0,0,0,1,0,0,5,4,1,2,4,5,2,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"359",69,"replaced4","B",26,0,0,1,0,0,0,0,0,3,3,1,2,3,3,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"360",72,"replaced4","A",50,0,0,1,0,0,0,0,0,2,3,1,2,4,3,6,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"361",77,"replaced4","B",61,1,0,1,0,0,0,0,0,5,7,1,2,2,2,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"362",95,"replaced4","O",23,1,0,1,0,0,0,0,0,5,2,1,2,3,3,3,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"363",114,"replaced4","O",39,1,0,1,0,0,0,0,0,3,2,1,2,3,5,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"364",124,"replaced4","B",37,1,0,1,0,0,0,0,0,2,3,1,2,4,3,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"365",129,"replaced4","O",35,0,0,1,0,0,0,0,0,5,5,1,2,4,5,1,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"366",131,"replaced4","O",20,0,0,0,0,0,1,0,0,3,1,1,2,4,2,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"367",137,"replaced4","B",46,1,0,1,0,0,0,0,0,3,2,1,2,4,3,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"368",142,"replaced4","O",23,0,0,1,0,0,0,0,0,4,3,1,2,2,4,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"369",144,"replaced4","O",49,0,0,1,0,0,0,0,0,3,3,2,2,4,2,3,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"370",154,"replaced4","O",26,0,0,1,0,0,0,0,0,3,1,2,2,3,4,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"371",155,"replaced4","O",34,0,0,1,0,0,0,0,0,2,3,1,2,1,2,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"372",161,"replaced4","A",39,1,0,1,0,0,0,0,0,5,6,1,2,1,1,2,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"373",175,"replaced4","O",30,1,0,1,0,0,0,0,0,3,4,1,2,1,4,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"374",177,"replaced4","A",29,0,1,0,0,0,1,0,0,5,4,1,2,1,5,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"375",181,"replaced4","O",32,1,0,1,0,0,0,0,0,2,6,1,2,2,4,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"376",185,"replaced4","O",19,0,0,1,0,0,0,0,0,3,7,1,2,3,3,6,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"377",196,"replaced4","A",35,1,0,1,0,0,0,0,0,4,4,1,2,2,3,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"378",206,"replaced4","O",29,0,0,1,0,0,0,0,0,3,2,2,2,5,2,2,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"379",214,"replaced4","O",53,1,0,1,0,0,0,0,0,3,5,1,2,4,2,2,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"380",221,"replaced4","O",31,0,0,0,1,0,0,0,0,6,4,1,2,4,2,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"381",224,"replaced4","B",26,1,0,0,0,0,1,0,0,4,2,2,2,2,1,8,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"382",226,"replaced4","O",30,0,0,1,0,0,0,0,0,5,6,1,1,4,5,2,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"383",238,"replaced4","O",20,0,0,1,0,0,0,0,0,2,5,2,2,2,3,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"384",247,"replaced4","O",62,1,0,1,0,0,0,0,0,5,6,1,2,4,5,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"385",252,"replaced4","B",29,1,0,1,0,0,0,0,0,3,4,2,2,1,2,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"386",264,"replaced4","O",24,0,0,0,0,0,1,0,0,5,5,1,2,3,2,2,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"387",268,"replaced4","O",54,0,0,0,1,1,0,0,0,3,2,1,2,4,3,5,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"388",273,"replaced4","B",27,0,0,1,0,0,0,0,0,3,4,1,2,3,2,7,2,"playboy buttered-up tightwad",1.4,0.75,0.15,0.5,1,NA,NA
"389",12,"replaced5","A",28,0,0,1,0,0,0,0,0,6,4,2,2,4,2,6,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"390",15,"replaced5","B",71,1,0,1,0,0,0,0,0,4,7,1,1,2,2,9,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"391",27,"replaced5","B",32,1,0,1,0,0,0,0,0,2,4,1,2,1,3,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"392",37,"replaced5","O",38,1,0,1,0,0,0,0,0,3,7,1,2,3,1,1,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"393",45,"replaced5","O",25,0,0,1,0,0,0,0,0,4,6,1,2,1,1,2,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"394",48,"replaced5","O",20,1,0,1,0,0,0,0,0,3,9,1,1,4,2,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"395",51,"replaced5","A",33,0,0,1,0,0,0,0,0,2,4,2,2,4,4,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"396",64,"replaced5","B",43,0,0,1,0,0,0,0,0,6,1,1,2,1,5,1,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"397",66,"replaced5","B",47,1,0,1,0,0,0,0,0,5,7,1,2,2,2,6,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"398",67,"replaced5","B",23,0,0,0,0,0,1,0,0,5,4,1,2,4,5,2,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"399",69,"replaced5","O",26,0,0,1,0,0,0,0,0,3,3,1,2,3,3,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"400",72,"replaced5","A",50,0,0,1,0,0,0,0,0,2,3,1,2,4,3,6,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"401",77,"replaced5","A",61,1,0,1,0,0,0,0,0,5,7,1,2,2,2,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"402",95,"replaced5","O",23,1,0,1,0,0,0,0,0,5,2,1,2,3,3,3,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"403",114,"replaced5","O",39,1,0,1,0,0,0,0,0,3,2,1,2,3,5,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"404",124,"replaced5","O",37,1,0,1,0,0,0,0,0,2,3,1,2,4,3,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"405",129,"replaced5","O",35,0,0,1,0,0,0,0,0,5,5,1,2,4,5,1,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"406",131,"replaced5","O",20,0,0,0,0,0,1,0,0,3,1,1,2,4,2,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"407",137,"replaced5","A",46,1,0,1,0,0,0,0,0,3,2,1,2,4,3,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"408",142,"replaced5","O",23,0,0,1,0,0,0,0,0,4,3,1,2,2,4,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"409",144,"replaced5","O",49,0,0,1,0,0,0,0,0,3,3,2,2,4,2,3,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"410",154,"replaced5","B",26,0,0,1,0,0,0,0,0,3,1,2,2,3,4,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"411",155,"replaced5","O",34,0,0,1,0,0,0,0,0,2,3,1,2,1,2,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"412",161,"replaced5","O",39,1,0,1,0,0,0,0,0,5,6,1,2,1,1,2,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"413",175,"replaced5","O",30,1,0,1,0,0,0,0,0,3,4,1,2,1,4,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"414",177,"replaced5","O",29,0,1,0,0,0,1,0,0,5,4,1,2,1,5,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"415",181,"replaced5","A",32,1,0,1,0,0,0,0,0,2,6,1,2,2,4,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"416",185,"replaced5","B",19,0,0,1,0,0,0,0,0,3,7,1,2,3,3,6,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"417",196,"replaced5","A",35,1,0,1,0,0,0,0,0,4,4,1,2,2,3,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"418",206,"replaced5","O",29,0,0,1,0,0,0,0,0,3,2,2,2,5,2,2,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"419",214,"replaced5","O",53,1,0,1,0,0,0,0,0,3,5,1,2,4,2,2,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"420",221,"replaced5","B",31,0,0,0,1,0,0,0,0,6,4,1,2,4,2,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"421",224,"replaced5","B",26,1,0,0,0,0,1,0,0,4,2,2,2,2,1,8,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"422",226,"replaced5","O",30,0,0,1,0,0,0,0,0,5,6,1,1,4,5,2,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"423",238,"replaced5","O",20,0,0,1,0,0,0,0,0,2,5,2,2,2,3,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"424",247,"replaced5","O",62,1,0,1,0,0,0,0,0,5,6,1,2,4,5,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"425",252,"replaced5","O",29,1,0,1,0,0,0,0,0,3,4,2,2,1,2,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"426",264,"replaced5","O",24,0,0,0,0,0,1,0,0,5,5,1,2,3,2,2,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"427",268,"replaced5","A",54,0,0,0,1,1,0,0,0,3,2,1,2,4,3,5,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"428",273,"replaced5","O",27,0,0,1,0,0,0,0,0,3,4,1,2,3,2,7,2,"psychiatrist instructed truant",1.56,0.24,0.9,0.42,NA,1,NA
"429",12,"replaced6","O",28,0,0,1,0,0,0,0,0,6,4,2,2,4,2,6,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"430",15,"replaced6","O",71,1,0,1,0,0,0,0,0,4,7,1,1,2,2,9,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"431",27,"replaced6","O",32,1,0,1,0,0,0,0,0,2,4,1,2,1,3,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"432",37,"replaced6","O",38,1,0,1,0,0,0,0,0,3,7,1,2,3,1,1,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"433",45,"replaced6","A",25,0,0,1,0,0,0,0,0,4,6,1,2,1,1,2,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"434",48,"replaced6","O",20,1,0,1,0,0,0,0,0,3,9,1,1,4,2,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"435",51,"replaced6","B",33,0,0,1,0,0,0,0,0,2,4,2,2,4,4,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"436",64,"replaced6","B",43,0,0,1,0,0,0,0,0,6,1,1,2,1,5,1,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"437",66,"replaced6","O",47,1,0,1,0,0,0,0,0,5,7,1,2,2,2,6,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"438",67,"replaced6","B",23,0,0,0,0,0,1,0,0,5,4,1,2,4,5,2,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"439",69,"replaced6","A",26,0,0,1,0,0,0,0,0,3,3,1,2,3,3,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"440",72,"replaced6","B",50,0,0,1,0,0,0,0,0,2,3,1,2,4,3,6,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"441",77,"replaced6","A",61,1,0,1,0,0,0,0,0,5,7,1,2,2,2,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"442",95,"replaced6","O",23,1,0,1,0,0,0,0,0,5,2,1,2,3,3,3,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"443",114,"replaced6","A",39,1,0,1,0,0,0,0,0,3,2,1,2,3,5,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"444",124,"replaced6","O",37,1,0,1,0,0,0,0,0,2,3,1,2,4,3,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"445",129,"replaced6","B",35,0,0,1,0,0,0,0,0,5,5,1,2,4,5,1,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"446",131,"replaced6","O",20,0,0,0,0,0,1,0,0,3,1,1,2,4,2,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"447",137,"replaced6","B",46,1,0,1,0,0,0,0,0,3,2,1,2,4,3,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"448",142,"replaced6","B",23,0,0,1,0,0,0,0,0,4,3,1,2,2,4,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"449",144,"replaced6","B",49,0,0,1,0,0,0,0,0,3,3,2,2,4,2,3,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"450",154,"replaced6","O",26,0,0,1,0,0,0,0,0,3,1,2,2,3,4,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"451",155,"replaced6","B",34,0,0,1,0,0,0,0,0,2,3,1,2,1,2,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"452",161,"replaced6","O",39,1,0,1,0,0,0,0,0,5,6,1,2,1,1,2,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"453",175,"replaced6","O",30,1,0,1,0,0,0,0,0,3,4,1,2,1,4,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"454",177,"replaced6","O",29,0,1,0,0,0,1,0,0,5,4,1,2,1,5,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"455",181,"replaced6","A",32,1,0,1,0,0,0,0,0,2,6,1,2,2,4,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"456",185,"replaced6","O",19,0,0,1,0,0,0,0,0,3,7,1,2,3,3,6,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"457",196,"replaced6","O",35,1,0,1,0,0,0,0,0,4,4,1,2,2,3,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"458",206,"replaced6","O",29,0,0,1,0,0,0,0,0,3,2,2,2,5,2,2,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"459",214,"replaced6","B",53,1,0,1,0,0,0,0,0,3,5,1,2,4,2,2,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"460",221,"replaced6","O",31,0,0,0,1,0,0,0,0,6,4,1,2,4,2,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"461",224,"replaced6","B",26,1,0,0,0,0,1,0,0,4,2,2,2,2,1,8,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"462",226,"replaced6","O",30,0,0,1,0,0,0,0,0,5,6,1,1,4,5,2,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"463",238,"replaced6","B",20,0,0,1,0,0,0,0,0,2,5,2,2,2,3,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"464",247,"replaced6","B",62,1,0,1,0,0,0,0,0,5,6,1,2,4,5,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"465",252,"replaced6","O",29,1,0,1,0,0,0,0,0,3,4,2,2,1,2,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"466",264,"replaced6","B",24,0,0,0,0,0,1,0,0,5,5,1,2,3,2,2,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"467",268,"replaced6","O",54,0,0,0,1,1,0,0,0,3,2,1,2,4,3,5,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"468",273,"replaced6","B",27,0,0,1,0,0,0,0,0,3,4,1,2,3,2,7,2,"adulterer cheated call-girl",0.97,0.06,0.36,0.55,NA,NA,1
"469",7,"replaced1","A",28,0,0,1,0,0,0,0,0,3,4,2,2,4,5,6,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"470",13,"replaced1","A",31,0,0,1,0,0,0,0,0,5,6,1,2,3,2,6,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"471",17,"replaced1","O",31,1,0,0,1,0,0,0,0,5,7,1,2,2,2,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"472",19,"replaced1","B",24,1,0,1,0,0,0,0,0,2,4,1,2,2,1,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"473",24,"replaced1","A",24,0,0,1,0,0,0,0,0,5,1,1,2,1,5,6,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"474",28,"replaced1","O",51,1,0,1,0,0,0,0,0,6,3,2,2,2,3,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"475",38,"replaced1","B",27,1,0,1,0,0,0,0,0,5,6,1,2,3,4,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"476",44,"replaced1","A",29,0,0,1,0,0,0,0,0,5,6,1,1,1,1,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"477",47,"replaced1",NA,33,0,0,1,0,0,0,0,0,5,5,1,2,4,4,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"478",52,"replaced1","O",59,0,0,1,0,0,0,0,0,5,3,2,2,4,2,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"479",53,"replaced1","B",44,1,0,1,0,0,0,0,0,5,5,1,2,1,3,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"480",73,"replaced1","O",62,1,0,1,0,0,0,0,0,3,4,2,2,4,3,5,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"481",78,"replaced1","O",24,1,0,0,0,0,1,0,0,4,1,1,2,2,1,7,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
"482",81,"replaced1","A",53,0,0,1,0,0,0,0,0,3,1,1,1,4,2,3,3,"wife exposes big-shot",3.72,2.89,0.03,0.8,1,NA,NA
